Game, Start, End, Period, Team, Event, Phase, Offense System, Defense System, Assist, Offense Player Number, Offense Player Name, Offense Player Position, Defense Player Number, Defense Player Name, Defense Player Position, Shooter Position, Shot Location, Home Team, Visitor Team, Possession, Important, Game System
BERABERA vs GRANOLLERS, 00:47:26, 00:48:17, T2, GRANOLLERS, GOAL, OFFENSE_POSITIONAL, EQUALITY, 5:1, , 98, 98-M. CAPDEVILA, cb, 1, 01-A.DIVA, gk, CENTER_9M, 3, 15-M. ECHEVERRIA, 23-P.ARCOS, 06-M.LOUIS, 14-M.CAVO, 31-S.GAVILAN, 01-A.DIVA, 18-E.KARSTEN, 16-M. MERA, 98-M. CAPDEVILA, 22-P.MILAGROS, 09-L.KOFLER, 02-I. BEN CHAYHAB, 14-O. VEGUE, 06-O.VILA, 50,false
BERABERA vs GRANOLLERS, 00:48:17, 00:48:27, T2, BERABERA, GOAL, COUNTER_GOAL, EQUALITY, 6:0, , 6, 06-M.LOUIS, lw, 16, 16-M. MERA, gk, LEFT_6M, 3, 15-M. ECHEVERRIA, 23-P.ARCOS, 06-M.LOUIS, 14-M.CAVO, 31-S.GAVILAN, 01-A.DIVA, 18-E.KARSTEN, 16-M. MERA, 98-M. CAPDEVILA, 22-P.MILAGROS, 09-L.KOFLER, 02-I. BEN CHAYHAB, 14-O. VEGUE, 06-O.VILA, 50,false
BERABERA vs GRANOLLERS, 00:48:27, 00:49:05, T2, GRANOLLERS, SAVE, OFFENSE_POSITIONAL, EQUALITY, 6:0, , 9, 09-L.KOFLER, lp, 1, 01-A.DIVA, gk, RIGHT_6M, 6, 15-M. ECHEVERRIA, 23-P.ARCOS, 06-M.LOUIS, 14-M.CAVO, 31-S.GAVILAN, 01-A.DIVA, 18-E.KARSTEN, 16-M. MERA, 98-M. CAPDEVILA, 22-P.MILAGROS, 09-L.KOFLER, 02-I. BEN CHAYHAB, 14-O. VEGUE, 06-O.VILA, 51,false
BERABERA vs GRANOLLERS, 00:49:05, 00:49:15, T2, BERABERA, POST_OUT, COUNTER_GOAL, EQUALITY, 6:0, , 6, 06-M.LOUIS, lw, 16, 16-M. MERA, gk, CENTER_6M, 0, 15-M. ECHEVERRIA, 23-P.ARCOS, 06-M.LOUIS, 14-M.CAVO, 31-S.GAVILAN, 01-A.DIVA, 18-E.KARSTEN, 16-M. MERA, 98-M. CAPDEVILA, 22-P.MILAGROS, 09-L.KOFLER, 02-I. BEN CHAYHAB, 14-O. VEGUE, 06-O.VILA, 51,false
BERABERA vs GRANOLLERS, 00:49:15, 00:49:57, T2, GRANOLLERS, FOUL_RECEIVE, OFFENSE_POSITIONAL, EQUALITY, 6:0, , 22, 22-P.MILAGROS, lb, 31, 31-S.GAVILAN, lp, , , 15-M. ECHEVERRIA, 23-P.ARCOS, 06-M.LOUIS, 14-M.CAVO, 31-S.GAVILAN, 01-A.DIVA, 18-E.KARSTEN, 16-M. MERA, 98-M. CAPDEVILA, 22-P.MILAGROS, 09-L.KOFLER, 02-I. BEN CHAYHAB, 14-O. VEGUE, 06-O.VILA, 52,false
BERABERA vs GRANOLLERS, 00:49:57, 00:50:10, T2, GRANOLLERS, LOST_BALL, OFFENSE_POSITIONAL, EQUALITY, 6:0, , 22, 22-P.MILAGROS, lb, , , , , , 15-M. ECHEVERRIA, 23-P.ARCOS, 06-M.LOUIS, 14-M.CAVO, 31-S.GAVILAN, 01-A.DIVA, 18-E.KARSTEN, 16-M. MERA, 98-M. CAPDEVILA, 22-P.MILAGROS, 09-L.KOFLER, 02-I. BEN CHAYHAB, 14-O. VEGUE, 06-O.VILA, 52,false
BERABERA vs GRANOLLERS, 00:50:10, 00:50:40, T2, BERABERA, 7M_PROVOKE, OFFENSE_POSITIONAL, EQUALITY, 6:0, , 14, 14-M.CAVO, rb, 22, 22-P.MILAGROS, lb, , , 15-M. ECHEVERRIA, 23-P.ARCOS, 06-M.LOUIS, 14-M.CAVO, 31-S.GAVILAN, 01-A.DIVA, 18-E.KARSTEN, 16-M. MERA, 98-M. CAPDEVILA, 22-P.MILAGROS, 09-L.KOFLER, 02-I. BEN CHAYHAB, 14-O. VEGUE, 06-O.VILA, 52,false
BERABERA vs GRANOLLERS, 00:50:40, 00:51:00, T2, BERABERA, GOAL, OFFENSE_POSITIONAL, EQUALITY, 6:0, , 23, 23-P.ARCOS, lb, 1, 01-N. WIGGINS, gk, 7_METERS, 3, 15-M. ECHEVERRIA, 23-P.ARCOS, 06-M.LOUIS, 14-M.CAVO, 31-S.GAVILAN, 01-A.DIVA, 18-E.KARSTEN, 98-M. CAPDEVILA, 22-P.MILAGROS, 09-L.KOFLER, 02-I. BEN CHAYHAB, 14-O. VEGUE, 06-O.VILA, 01-N. WIGGINS, 52,false
BERABERA vs GRANOLLERS, 00:51:00, 00:51:30, T2, GRANOLLERS, FOUL_RECEIVE, OFFENSE_POSITIONAL, EQUALITY, 6:0, , 98, 98-M. CAPDEVILA, cb, 22, 22-J. LOIDI, lb, , , 15-M. ECHEVERRIA, 23-P.ARCOS, 06-M.LOUIS, 31-S.GAVILAN, 01-A.DIVA, 18-E.KARSTEN, 22-J. LOIDI, 98-M. CAPDEVILA, 22-P.MILAGROS, 09-L.KOFLER, 02-I. BEN CHAYHAB, 14-O. VEGUE, 01-N. WIGGINS, 17-E.SOMAZA, 53,false
BERABERA vs GRANOLLERS, 00:51:30, 00:51:43, T2, GRANOLLERS, LOST_BALL, OFFENSE_POSITIONAL, EQUALITY, 6:0, , 98, 98-M. CAPDEVILA, cb, , , , , , 15-M. ECHEVERRIA, 23-P.ARCOS, 06-M.LOUIS, 31-S.GAVILAN, 01-A.DIVA, 18-E.KARSTEN, 22-J. LOIDI, 98-M. CAPDEVILA, 22-P.MILAGROS, 09-L.KOFLER, 02-I. BEN CHAYHAB, 14-O. VEGUE, 01-N. WIGGINS, 17-E.SOMAZA, 53,false
BERABERA vs GRANOLLERS, 00:51:43, 00:52:14, T2, BERABERA, GOAL, OFFENSE_POSITIONAL, EQUALITY, 6:0, , 31, 31-S.GAVILAN, lp, 1, 01-N. WIGGINS, gk, RIGHT_6M, 9, 15-M. ECHEVERRIA, 23-P.ARCOS, 06-M.LOUIS, 31-S.GAVILAN, 01-A.DIVA, 18-E.KARSTEN, 03-E. ARROJERIA, 98-M. CAPDEVILA, 22-P.MILAGROS, 09-L.KOFLER, 02-I. BEN CHAYHAB, 14-O. VEGUE, 01-N. WIGGINS, 17-E.SOMAZA, 53,false
BERABERA vs GRANOLLERS, 00:52:14, 00:52:19, T2, GRANOLLERS, SAVE, COUNTER_GOAL, EQUALITY, 6:0, , 9, 09-L.KOFLER, lp, 1, 01-A.DIVA, gk, RIGHT_6M, 6, 15-M. ECHEVERRIA, 23-P.ARCOS, 06-M.LOUIS, 31-S.GAVILAN, 01-A.DIVA, 18-E.KARSTEN, 03-E. ARROJERIA, 98-M. CAPDEVILA, 22-P.MILAGROS, 09-L.KOFLER, 02-I. BEN CHAYHAB, 14-O. VEGUE, 01-N. WIGGINS, 17-E.SOMAZA, 54,false
BERABERA vs GRANOLLERS, 00:52:19, 00:53:03, T2, BERABERA, FOUL_RECEIVE, OFFENSE_POSITIONAL, EQUALITY, 6:0, , 18, 18-E.KARSTEN, rb, 9, 09-L.KOFLER, lp, , , 15-M. ECHEVERRIA, 23-P.ARCOS, 06-M.LOUIS, 31-S.GAVILAN, 01-A.DIVA, 18-E.KARSTEN, 03-E. ARROJERIA, 98-M. CAPDEVILA, 22-P.MILAGROS, 09-L.KOFLER, 02-I. BEN CHAYHAB, 14-O. VEGUE, 01-N. WIGGINS, 17-E.SOMAZA, 54,false
BERABERA vs GRANOLLERS, 00:53:03, 00:53:17, T2, BERABERA, POST_OUT, OFFENSE_POSITIONAL, EQUALITY, 6:0, , 23, 23-P.ARCOS, lb, 1, 01-N. WIGGINS, gk, LEFT_9M, 0, 15-M. ECHEVERRIA, 23-P.ARCOS, 06-M.LOUIS, 31-S.GAVILAN, 01-A.DIVA, 18-E.KARSTEN, 03-E. ARROJERIA, 98-M. CAPDEVILA, 22-P.MILAGROS, 09-L.KOFLER, 02-I. BEN CHAYHAB, 14-O. VEGUE, 01-N. WIGGINS, 17-E.SOMAZA, 54,false
BERABERA vs GRANOLLERS, 00:53:17, 00:53:26, T2, GRANOLLERS, LOST_BALL, FAST_BREAK, EQUALITY, 6:0, , 98, 98-M. CAPDEVILA, cb, , , , , , 15-M. ECHEVERRIA, 23-P.ARCOS, 06-M.LOUIS, 31-S.GAVILAN, 01-A.DIVA, 18-E.KARSTEN, 03-E. ARROJERIA, 98-M. CAPDEVILA, 22-P.MILAGROS, 09-L.KOFLER, 02-I. BEN CHAYHAB, 14-O. VEGUE, 01-N. WIGGINS, 17-E.SOMAZA, 55,false
BERABERA vs GRANOLLERS, 00:53:26, 00:53:55, T2, BERABERA, LOST_BALL, OFFENSE_POSITIONAL, EQUALITY, 6:0, , 18, 18-E.KARSTEN, rb, , , , , , 15-M. ECHEVERRIA, 23-P.ARCOS, 06-M.LOUIS, 31-S.GAVILAN, 01-A.DIVA, 18-E.KARSTEN, 03-E. ARROJERIA, 98-M. CAPDEVILA, 22-P.MILAGROS, 09-L.KOFLER, 02-I. BEN CHAYHAB, 14-O. VEGUE, 01-N. WIGGINS, 17-E.SOMAZA, 55,false
BERABERA vs GRANOLLERS, 00:53:55, 00:54:01, T2, GRANOLLERS, GOAL, FAST_BREAK, EQUALITY, 6:0, , 14, 14-O. VEGUE, rb, 1, 01-A.DIVA, gk, LEFT_6M, 9, 15-M. ECHEVERRIA, 23-P.ARCOS, 06-M.LOUIS, 31-S.GAVILAN, 01-A.DIVA, 18-E.KARSTEN, 03-E. ARROJERIA, 98-M. CAPDEVILA, 22-P.MILAGROS, 09-L.KOFLER, 02-I. BEN CHAYHAB, 14-O. VEGUE, 01-N. WIGGINS, 17-E.SOMAZA, 56,false
BERABERA vs GRANOLLERS, 00:54:01, 00:54:33, T2, BERABERA, SAVE, OFFENSE_POSITIONAL, EQUALITY, 6:0, , 18, 18-E.KARSTEN, rb, 1, 01-N. WIGGINS, gk, LEFT_6M, 4, 15-M. ECHEVERRIA, 23-P.ARCOS, 06-M.LOUIS, 31-S.GAVILAN, 01-A.DIVA, 18-E.KARSTEN, 03-E. ARROJERIA, 98-M. CAPDEVILA, 22-P.MILAGROS, 09-L.KOFLER, 02-I. BEN CHAYHAB, 14-O. VEGUE, 01-N. WIGGINS, 17-E.SOMAZA, 56,false
BERABERA vs GRANOLLERS, 00:54:33, 00:55:03, T2, GRANOLLERS, SAVE, OFFENSE_POSITIONAL, EQUALITY, 6:0, , 17, 17-E.SOMAZA, lb, 1, 01-A.DIVA, gk, LEFT_6M, 4, 15-M. ECHEVERRIA, 23-P.ARCOS, 06-M.LOUIS, 31-S.GAVILAN, 01-A.DIVA, 18-E.KARSTEN, 03-E. ARROJERIA, 98-M. CAPDEVILA, 22-P.MILAGROS, 09-L.KOFLER, 02-I. BEN CHAYHAB, 14-O. VEGUE, 01-N. WIGGINS, 17-E.SOMAZA, 57,false
BERABERA vs GRANOLLERS, 00:55:03, 00:55:40, T2, BERABERA, FOUL_RECEIVE, OFFENSE_POSITIONAL, EQUALITY, 6:0, , 31, 31-S.GAVILAN, lp, 14, 14-O. VEGUE, rb, , , 15-M. ECHEVERRIA, 23-P.ARCOS, 06-M.LOUIS, 31-S.GAVILAN, 01-A.DIVA, 03-E. ARROJERIA, 04-M. FERNANDES, 98-M. CAPDEVILA, 22-P.MILAGROS, 09-L.KOFLER, 02-I. BEN CHAYHAB, 14-O. VEGUE, 01-N. WIGGINS, 17-E.SOMAZA, 57,false
BERABERA vs GRANOLLERS, 00:55:40, 00:56:05, T2, BERABERA, 7M_PROVOKE_SUSPENSION, OFFENSE_POSITIONAL, EQUALITY, 6:0, , 31, 31-S.GAVILAN, lp, 14, 14-O. VEGUE, rb, , , 15-M. ECHEVERRIA, 23-P.ARCOS, 06-M.LOUIS, 31-S.GAVILAN, 01-A.DIVA, 03-E. ARROJERIA, 04-M. FERNANDES, 98-M. CAPDEVILA, 22-P.MILAGROS, 09-L.KOFLER, 02-I. BEN CHAYHAB, 01-N. WIGGINS, 17-E.SOMAZA, 57,false
BERABERA vs GRANOLLERS, 00:56:05, 00:56:05, T2, GRANOLLERS, 2_MIN, OFFENSE_POSITIONAL, EQUALITY, 6:0, , 14, 14-O. VEGUE, rb, , , , , , 15-M. ECHEVERRIA, 23-P.ARCOS, 06-M.LOUIS, 31-S.GAVILAN, 01-A.DIVA, 03-E. ARROJERIA, 04-M. FERNANDES, 98-M. CAPDEVILA, 22-P.MILAGROS, 09-L.KOFLER, 02-I. BEN CHAYHAB, 01-N. WIGGINS, 17-E.SOMAZA, 57,false
BERABERA vs GRANOLLERS, 00:56:05, 00:56:05, T2, BERABERA, GOAL, OFFENSE_POSITIONAL, SUPERIORITY-6vs5, 6:0, , 23, 23-P.ARCOS, lb, 1, 01-N. WIGGINS, gk, 7_METERS, 3, 15-M. ECHEVERRIA, 23-P.ARCOS, 06-M.LOUIS, 31-S.GAVILAN, 01-A.DIVA, 03-E. ARROJERIA, 04-M. FERNANDES, 98-M. CAPDEVILA, 22-P.MILAGROS, 09-L.KOFLER, 02-I. BEN CHAYHAB, 01-N. WIGGINS, 17-E.SOMAZA, 57,false
BERABERA vs GRANOLLERS, 00:56:05, 00:56:12, T2, GRANOLLERS, 2_MIN, OFFENSE_POSITIONAL, EQUALITY, 6:0, , 28, 28-J.CASTAÑERA, lb, , , , , , 15-M. ECHEVERRIA, 23-P.ARCOS, 06-M.LOUIS, 31-S.GAVILAN, 01-A.DIVA, 03-E. ARROJERIA, 04-M. FERNANDES, 98-M. CAPDEVILA, 09-L.KOFLER, 02-I. BEN CHAYHAB, 01-N. WIGGINS, 17-E.SOMAZA, 14-O. VEGUE, 57,false
BERABERA vs GRANOLLERS, 00:56:12, 00:56:34, T2, GRANOLLERS, LOST_BALL, OFFENSE_POSITIONAL, INFERIORITY-5vs6, 6:0, , 98, 98-M. CAPDEVILA, cb, , , , , , 06-M.LOUIS, 31-S.GAVILAN, 01-A.DIVA, 03-E. ARROJERIA, 04-M. FERNANDES, 08-A. MENENDEZ, 25-A.ERAUSKIN, 98-M. CAPDEVILA, 09-L.KOFLER, 02-I. BEN CHAYHAB, 01-N. WIGGINS, 14-O. VEGUE, 13-M.BRASIL, 58,false
BERABERA vs GRANOLLERS, 00:56:34, 00:56:39, T2, BERABERA, GOAL, FAST_BREAK, SUPERIORITY-6vs5, 6:0, , 4, 04-M. FERNANDES, lb, 1, 01-N. WIGGINS, gk, LEFT_6M, 3, 06-M.LOUIS, 31-S.GAVILAN, 01-A.DIVA, 03-E. ARROJERIA, 04-M. FERNANDES, 08-A. MENENDEZ, 25-A.ERAUSKIN, 98-M. CAPDEVILA, 09-L.KOFLER, 02-I. BEN CHAYHAB, 01-N. WIGGINS, 14-O. VEGUE, 13-M.BRASIL, 58,false
BERABERA vs GRANOLLERS, 00:56:39, 00:56:52, T2, GRANOLLERS, SAVE, OFFENSE_POSITIONAL, INFERIORITY-5vs6, 6:0, , 13, 13-M.BRASIL, lb, 1, 01-A.DIVA, gk, CENTER_6M, 2, 06-M.LOUIS, 31-S.GAVILAN, 01-A.DIVA, 03-E. ARROJERIA, 04-M. FERNANDES, 08-A. MENENDEZ, 25-A.ERAUSKIN, 98-M. CAPDEVILA, 09-L.KOFLER, 02-I. BEN CHAYHAB, 01-N. WIGGINS, 14-O. VEGUE, 13-M.BRASIL, 59,false
BERABERA vs GRANOLLERS, 00:56:52, 00:57:24, T2, BERABERA, GOAL, OFFENSE_POSITIONAL, SUPERIORITY-6vs5, 6:0, , 4, 04-M. FERNANDES, lb, 1, 01-N. WIGGINS, gk, CENTER_9M, 7, 06-M.LOUIS, 31-S.GAVILAN, 01-A.DIVA, 03-E. ARROJERIA, 04-M. FERNANDES, 25-A.ERAUSKIN, 09-E. BOADA, 98-M. CAPDEVILA, 09-L.KOFLER, 02-I. BEN CHAYHAB, 01-N. WIGGINS, 14-O. VEGUE, 13-M.BRASIL, 59,false
BERABERA vs GRANOLLERS, 00:57:24, 00:57:58, T2, GRANOLLERS, GOAL, OFFENSE_POSITIONAL, INFERIORITY-5vs6, 6:0, , 14, 14-O. VEGUE, rb, 1, 01-A.DIVA, gk, LEFT_WING, 7, 06-M.LOUIS, 31-S.GAVILAN, 01-A.DIVA, 03-E. ARROJERIA, 04-M. FERNANDES, 25-A.ERAUSKIN, 08-A. MENENDEZ, 98-M. CAPDEVILA, 09-L.KOFLER, 02-I. BEN CHAYHAB, 01-N. WIGGINS, 14-O. VEGUE, 13-M.BRASIL, 60,false
BERABERA vs GRANOLLERS, 00:57:58, 00:58:26, T2, BERABERA, FOUL_RECEIVE, OFFENSE_POSITIONAL, EQUALITY, 6:0, , 9, 09-E. BOADA, cb, 9, 09-L.KOFLER, lp, , , 06-M.LOUIS, 31-S.GAVILAN, 01-A.DIVA, 03-E. ARROJERIA, 04-M. FERNANDES, 25-A.ERAUSKIN, 09-E. BOADA, 98-M. CAPDEVILA, 09-L.KOFLER, 02-I. BEN CHAYHAB, 01-N. WIGGINS, 14-O. VEGUE, 13-M.BRASIL, 04-A.TOT, 60,false
BERABERA vs GRANOLLERS, 00:58:26, 00:58:26, T2, BERABERA, LOST_BALL, OFFENSE_POSITIONAL, EQUALITY, 6:0, , 3, 03-E. ARROJERIA, cb, , , , , , 06-M.LOUIS, 31-S.GAVILAN, 01-A.DIVA, 03-E. ARROJERIA, 04-M. FERNANDES, 25-A.ERAUSKIN, 09-E. BOADA, 98-M. CAPDEVILA, 09-L.KOFLER, 02-I. BEN CHAYHAB, 01-N. WIGGINS, 14-O. VEGUE, 13-M.BRASIL, 04-A.TOT, 60,false
BERABERA vs GRANOLLERS, 00:58:26, 00:58:26, T2, GRANOLLERS, GOAL, OFFENSE_POSITIONAL, EQUALITY, 6:0, , 2, 02-I. BEN CHAYHAB, rw, 1, 01-A.DIVA, gk, RIGHT_WING, 9, 06-M.LOUIS, 31-S.GAVILAN, 01-A.DIVA, 03-E. ARROJERIA, 04-M. FERNANDES, 25-A.ERAUSKIN, 09-E. BOADA, 98-M. CAPDEVILA, 09-L.KOFLER, 02-I. BEN CHAYHAB, 01-N. WIGGINS, 14-O. VEGUE, 13-M.BRASIL, 04-A.TOT, 61,false
BERABERA vs GRANOLLERS, 00:58:26, 00:58:46, T2, BERABERA, LOST_BALL, OFFENSE_POSITIONAL, EQUALITY, 6:0, , 31, 31-S.GAVILAN, lp, , , , , , 06-M.LOUIS, 31-S.GAVILAN, 01-A.DIVA, 03-E. ARROJERIA, 04-M. FERNANDES, 25-A.ERAUSKIN, 09-E. BOADA, 98-M. CAPDEVILA, 09-L.KOFLER, 02-I. BEN CHAYHAB, 01-N. WIGGINS, 14-O. VEGUE, 13-M.BRASIL, 04-A.TOT, 61,false
BERABERA vs GRANOLLERS, 00:58:46, 00:58:56, T2, GRANOLLERS, 7M_PROVOKE, OFFENSE_POSITIONAL, EQUALITY, 6:0, , 9, 09-L.KOFLER, lp, 4, 04-M. FERNANDES, lb, , , 06-M.LOUIS, 31-S.GAVILAN, 01-A.DIVA, 03-E. ARROJERIA, 04-M. FERNANDES, 25-A.ERAUSKIN, 09-E. BOADA, 98-M. CAPDEVILA, 09-L.KOFLER, 02-I. BEN CHAYHAB, 01-N. WIGGINS, 14-O. VEGUE, 13-M.BRASIL, 04-A.TOT, 62,false
BERABERA vs GRANOLLERS, 00:58:56, 00:59:11, T2, GRANOLLERS, GOAL, OFFENSE_POSITIONAL, EQUALITY, 6:0, , 98, 98-M. CAPDEVILA, cb, 1, 01-A.DIVA, gk, 7_METERS, 9, 06-M.LOUIS, 31-S.GAVILAN, 01-A.DIVA, 03-E. ARROJERIA, 04-M. FERNANDES, 25-A.ERAUSKIN, 09-E. BOADA, 98-M. CAPDEVILA, 09-L.KOFLER, 02-I. BEN CHAYHAB, 01-N. WIGGINS, 14-O. VEGUE, 13-M.BRASIL, 04-A.TOT, 62,false
BERABERA vs GRANOLLERS, 00:59:11, 00:59:43, T2, BERABERA, GOAL, OFFENSE_POSITIONAL, EQUALITY, 6:0, , 4, 04-M. FERNANDES, lb, 1, 01-N. WIGGINS, gk, LEFT_6M, 7, 06-M.LOUIS, 31-S.GAVILAN, 01-A.DIVA, 03-E. ARROJERIA, 04-M. FERNANDES, 25-A.ERAUSKIN, 09-E. BOADA, 98-M. CAPDEVILA, 09-L.KOFLER, 02-I. BEN CHAYHAB, 01-N. WIGGINS, 14-O. VEGUE, 13-M.BRASIL, 04-A.TOT, 62,false
BERABERA vs GRANOLLERS, 00:59:43, 00:59:46, T2, BERABERA, SECOND_HALF_END, OFFENSE_POSITIONAL, EQUALITY, 6:0, , , , , , , , , , 06-M.LOUIS, 31-S.GAVILAN, 01-A.DIVA, 03-E. ARROJERIA, 04-M. FERNANDES, 25-A.ERAUSKIN, 09-E. BOADA, 98-M. CAPDEVILA, 09-L.KOFLER, 02-I. BEN CHAYHAB, 01-N. WIGGINS, 14-O. VEGUE, 13-M.BRASIL, 04-A.TOT, 62,false
