,0,1,2,3,4,cluster
0,0.0074,0.0137,0.0102,0.0094,0.0097,1
0,0.0102,0.0094,0.0097,0.0068,0.0191,1
0,0.0097,0.0068,0.0191,0.0092,0.0109,1
0,0.0191,0.0092,0.0109,0.0109,0.0093,1
0,0.0109,0.0109,0.0093,0.0113,0.0107,1
0,0.0093,0.0113,0.0107,0.0099,0.01,1
0,0.0107,0.0099,0.01,0.0092,0.0111,1
0,0.01,0.0092,0.0111,0.0104,0.0108,1
0,0.0111,0.0104,0.0108,0.0085,0.0086,1
0,0.0108,0.0085,0.0086,0.0074,0.0048,1
0,0.0086,0.0074,0.0048,0.0066,0.007,1
0,0.0048,0.0066,0.007,0.0043,0.0064,1
0,0.007,0.0043,0.0064,0.0106,0.0117,1
0,0.0064,0.0106,0.0117,0.0102,0.0086,1
0,0.0117,0.0102,0.0086,0.0078,0.0052,1
0,0.0086,0.0078,0.0052,0.0067,0.0067,1
0,0.0052,0.0067,0.0067,0.0277,0.0421,2
0,0.0067,0.0277,0.0421,0.0293,0.0155,2
0,0.0421,0.0293,0.0155,0.0158,0.0098,2
0,0.0155,0.0158,0.0098,0.0082,0.0093,1
0,0.0098,0.0082,0.0093,0.006,0.0044,1
0,0.0093,0.006,0.0044,0.0045,0.0048,1
0,0.0044,0.0045,0.0048,0.0063,0.007,1
0,0.0048,0.0063,0.007,0.0142,0.0118,1
0,0.007,0.0142,0.0118,0.0123,0.0121,1
0,0.0118,0.0123,0.0121,0.0101,0.0073,1
0,0.0121,0.0101,0.0073,0.0062,0.0067,1
0,0.0073,0.0062,0.0067,0.0049,0.0057,1
0,0.0067,0.0049,0.0057,0.0076,0.0059,1
0,0.0057,0.0076,0.0059,0.0068,0.0095,1
0,0.0059,0.0068,0.0095,0.012,0.0109,1
0,0.0095,0.012,0.0109,0.0114,0.0127,1
0,0.0109,0.0114,0.0127,0.0128,0.0112,1
0,0.0127,0.0128,0.0112,0.0124,0.0113,1
0,0.0112,0.0124,0.0113,0.0111,0.0115,1
0,0.0113,0.0111,0.0115,0.0125,0.0102,1
0,0.0115,0.0125,0.0102,0.0104,0.01,1
0,0.0102,0.0104,0.01,0.0095,0.0106,1
0,0.01,0.0095,0.0106,0.0098,0.0081,1
0,0.0106,0.0098,0.0081,0.01,0.0102,1
0,0.0081,0.01,0.0102,0.0109,0.0098,1
0,0.0102,0.0109,0.0098,0.0103,0.0086,1
0,0.0098,0.0103,0.0086,0.0065,0.0094,1
0,0.0086,0.0065,0.0094,0.0107,0.0142,1
0,0.0094,0.0107,0.0142,0.0147,0.0058,1
0,0.0142,0.0147,0.0058,0.007,0.0074,1
0,0.0058,0.007,0.0074,0.0063,0.0106,1
0,0.0074,0.0063,0.0106,0.0134,0.0074,1
0,0.0106,0.0134,0.0074,0.0036,0.005,1
0,0.0074,0.0036,0.005,0.0095,0.011,1
0,0.005,0.0095,0.011,0.0229,0.0221,2
0,0.011,0.0229,0.0221,0.0182,0.0181,2
0,0.0221,0.0182,0.0181,0.0193,0.0155,1
0,0.0181,0.0193,0.0155,0.0159,0.0428,2
0,0.0155,0.0159,0.0428,0.0328,0.0319,2
0,0.0428,0.0328,0.0319,0.0103,0.0091,2
0,0.0319,0.0103,0.0091,0.0076,0.0067,2
0,0.0091,0.0076,0.0067,0.0072,0.0084,1
0,0.0067,0.0072,0.0084,0.0113,0.0081,1
0,0.0084,0.0113,0.0081,0.0074,0.0093,1
0,0.0081,0.0074,0.0093,0.0159,0.0207,1
0,0.0093,0.0159,0.0207,0.0122,0.0118,1
0,0.0207,0.0122,0.0118,0.0104,0.0096,1
0,0.0118,0.0104,0.0096,0.0109,0.0152,1
0,0.0096,0.0109,0.0152,0.0115,0.0109,1
0,0.0152,0.0115,0.0109,0.0322,0.0217,2
0,0.0109,0.0322,0.0217,0.0128,0.0099,2
0,0.0217,0.0128,0.0099,0.0124,0.0203,1
0,0.0099,0.0124,0.0203,0.0144,0.008,1
0,0.0203,0.0144,0.008,0.0096,0.0134,1
0,0.008,0.0096,0.0134,0.007,0.0103,1
0,0.0134,0.007,0.0103,0.0088,0.0102,1
0,0.0103,0.0088,0.0102,0.0092,0.0086,1
0,0.0102,0.0092,0.0086,0.0143,0.0075,1
0,0.0086,0.0143,0.0075,0.008,0.0122,1
0,0.0075,0.008,0.0122,0.0099,0.0134,1
0,0.0122,0.0099,0.0134,0.0108,0.0175,1
0,0.0134,0.0108,0.0175,0.0188,0.0178,1
0,0.0175,0.0188,0.0178,0.0253,0.0574,2
0,0.0178,0.0253,0.0574,0.0954,0.0976,3
0,0.0574,0.0954,0.0976,0.1056,0.1198,3
0,0.0976,0.1056,0.1198,0.0856,0.0567,3
0,0.1198,0.0856,0.0567,0.0685,0.0623,3
0,0.0567,0.0685,0.0623,0.0683,0.0617,3
0,0.0623,0.0683,0.0617,0.1254,0.0605,4
0,0.0617,0.1254,0.0605,0.0551,0.0962,3
0,0.0605,0.0551,0.0962,0.1326,0.1329,4
0,0.0962,0.1326,0.1329,0.1601,0.0721,4
0,0.1329,0.1601,0.0721,0.0655,0.0834,3
0,0.0721,0.0655,0.0834,0.0992,0.102,3
0,0.0834,0.0992,0.102,0.0737,0.0587,3
0,0.102,0.0737,0.0587,0.0202,0.0208,3
0,0.0587,0.0202,0.0208,0.0157,0.0086,2
0,0.0208,0.0157,0.0086,0.0074,0.0122,1
0,0.0086,0.0074,0.0122,0.0082,0.0113,1
0,0.0122,0.0082,0.0113,0.0122,0.0048,1
0,0.0113,0.0122,0.0048,0.0032,0.0033,1
0,0.0048,0.0032,0.0033,0.0038,0.0247,2
0,0.0033,0.0038,0.0247,0.0108,0.0101,2
0,0.0247,0.0108,0.0101,0.0033,0.003,2
0,0.0101,0.0033,0.003,0.0038,0.0073,1
0,0.003,0.0038,0.0073,0.0121,0.007,1
0,0.0073,0.0121,0.007,0.0095,0.019,1
0,0.007,0.0095,0.019,0.0247,0.0223,2
0,0.019,0.0247,0.0223,0.021,0.018,1
0,0.0223,0.021,0.018,0.0212,0.0215,1
0,0.018,0.0212,0.0215,0.0176,0.0182,1
0,0.0215,0.0176,0.0182,0.0174,0.0147,1
0,0.0182,0.0174,0.0147,0.0167,0.0147,1
0,0.0147,0.0167,0.0147,0.0179,0.0186,1
